osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json
node,4117571982,Koreana Restaurant,restaurant,restaurant,,korean,45.4108871,-75.70743,711,Somerset Street West,Ottawa,,711 Somerset Street West,,,,no,,,"{""@id"": ""node/4117571982"", ""addr:housenumber"": ""711"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""capacity"": ""40"", ""check_date"": ""2022-10-16"", ""cuisine"": ""korean"", ""name"": ""Koreana Restaurant"", ""wheelchair"": ""no""}"
node,4122495389,Pili Pili Grilled Chicken,restaurant,restaurant,,international,45.4320097,-75.6936478,205,Dalhousie Street,Ottawa,,205 Dalhousie Street,,,,,,,"{""@id"": ""node/4122495389"", ""addr:housenumber"": ""205"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""capacity"": ""20"", ""cuisine"": ""international"", ""name"": ""Pili Pili Grilled Chicken"", ""takeaway"": ""yes""}"
node,4208250230,Alt Hotel Ottawa,hotel,,hotel,,45.4198783,-75.6989046,185,Slater Street,Ottawa,K1P 0C8,185 Slater Street,,,,,,,"{""@id"": ""node/4208250230"", ""addr:housenumber"": ""185"", ""addr:postcode"": ""K1P 0C8"", ""addr:street"": ""Slater Street"", ""name"": ""Alt Hotel Ottawa"", ""rooms"": ""160"", ""tourism"": ""hotel"", ""wikidata"": ""Q111392197""}"
node,4231081791,3 Brewers,restaurant,restaurant,,burger;pizza;seafood,45.4209104,-75.7014335,,,Ottawa,,,,,,,3 Brasseurs,,"{""@id"": ""node/4231081791"", ""amenity"": ""restaurant"", ""brand"": ""3 Brasseurs"", ""brand:wikidata"": ""Q3230326"", ""brand:wikipedia"": ""fr:Les 3 Brasseurs"", ""cuisine"": ""burger;pizza;seafood"", ""name"": ""3 Brewers"", ""name:en"": ""3 Brewers"", ""name:fr"": ""3 Brasseurs"", ""official_name"": ""Les 3 Brasseurs""}"
node,4241773994,La Bonita,restaurant,restaurant,,mexican,45.4034415,-75.7251721,,,Ottawa,,,,,Tu-Su 11:30-21:30,no,,,"{""@id"": ""node/4241773994"", ""amenity"": ""restaurant"", ""check_date"": ""2023-08-26"", ""cuisine"": ""mexican"", ""mapillary"": ""1447378862263937"", ""name"": ""La Bonita"", ""opening_hours"": ""Tu-Su 11:30-21:30"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""wheelchair"": ""no""}"
node,4243540392,Charm Thai Cuisine,restaurant,restaurant,,thai,45.4081418,-75.7138796,121,Preston Street,Ottawa,,121 Preston Street,,,,,,,"{""@id"": ""node/4243540392"", ""addr:housenumber"": ""121"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""cuisine"": ""thai"", ""name"": ""Charm Thai Cuisine""}"
node,4243547893,Retro Gusto,restaurant,restaurant,,italian,45.4084567,-75.714416,122,Preston Street,Ottawa,,122 Preston Street,+1-613-234-6437,https://www.retrogustoeats.com/,Mo-Su 17:00-22:00,no,,,"{""@id"": ""node/4243547893"", ""addr:housenumber"": ""122"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""check_date"": ""2025-01-01"", ""cuisine"": ""italian"", ""name"": ""Retro Gusto"", ""opening_hours"": ""Mo-Su 17:00-22:00"", ""phone"": ""+1-613-234-6437"", ""website"": ""https://www.retrogustoeats.com/"", ""wheelchair"": ""no""}"
node,4247497590,Metropolitan Restaurant,restaurant,restaurant,,french,45.4255878,-75.6940152,700,Sussex Drive,Ottawa,,700 Sussex Drive,+1-613-562-1160,https://www.metropolitainbrasserie.com/,,,,,"{""@id"": ""node/4247497590"", ""addr:housenumber"": ""700"", ""addr:street"": ""Sussex Drive"", ""amenity"": ""restaurant"", ""cuisine"": ""french"", ""level"": ""0"", ""name"": ""Metropolitan Restaurant"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-562-1160"", ""smoking"": ""no"", ""website"": ""https://www.metropolitainbrasserie.com/""}"
node,4247497593,Social,restaurant,restaurant,,,45.4266397,-75.6941506,,,Ottawa,,,,,,yes,,,"{""@id"": ""node/4247497593"", ""amenity"": ""restaurant"", ""mapillary"": ""519394802763841"", ""name"": ""Social"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""StopGap ramp""}"
node,4247530395,Edoko Japanese Steak House,restaurant,restaurant,,japanese,45.4225196,-75.6958566,64,Queen Street,Ottawa,,64 Queen Street,,,"Mo-Th 17:00-21:30; Fr,Sa 17:00-22:00",,,,"{""@id"": ""node/4247530395"", ""addr:housenumber"": ""64"", ""addr:street"": ""Queen Street"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""internet_access"": ""wlan"", ""name"": ""Edoko Japanese Steak House"", ""opening_hours"": ""Mo-Th 17:00-21:30; Fr,Sa 17:00-22:00""}"
node,4249773191,Bier Markt,restaurant,restaurant,,,45.4217175,-75.699698,156,Sparks Street,Ottawa,K1P 5C1,156 Sparks Street,+1-613-780-7575,https://www.thebiermarkt.com/ottawa/,Su-We 11:00-00:00; Th-Sa 11:00-02:00,,,,"{""@id"": ""node/4249773191"", ""addr:housenumber"": ""156"", ""addr:postcode"": ""K1P 5C1"", ""addr:street"": ""Sparks Street"", ""amenity"": ""restaurant"", ""check_date"": ""2024-09-12"", ""indoor_seating"": ""yes"", ""name"": ""Bier Markt"", ""opening_hours"": ""Su-We 11:00-00:00; Th-Sa 11:00-02:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-780-7575"", ""website"": ""https://www.thebiermarkt.com/ottawa/""}"
node,4270910292,Baton Rouge,restaurant,restaurant,,,45.4181659,-75.7039824,360,Albert Street,Ottawa,K1R 7X7,360 Albert Street,+1-613-216-1110,https://www.batonrouge.ca/en/baton-rouge-ottawa,"Mo-Fr 11:00-22:00; Sa,Su 16:00-22:00",,,,"{""@id"": ""node/4270910292"", ""addr:housenumber"": ""360"", ""addr:postcode"": ""K1R 7X7"", ""addr:street"": ""Albert Street"", ""addr:unit"": ""110"", ""amenity"": ""restaurant"", ""mapillary"": ""467998117595720"", ""name"": ""Baton Rouge"", ""opening_hours"": ""Mo-Fr 11:00-22:00; Sa,Su 16:00-22:00"", ""phone"": ""+1-613-216-1110"", ""website"": ""https://www.batonrouge.ca/en/baton-rouge-ottawa""}"
node,4322595589,Happy Fish Raw Bar,restaurant,restaurant,,seafood,45.4159721,-75.6889304,330,Elgin Street,Ottawa,K2P 1M5,330 Elgin Street,,,,,,,"{""@id"": ""node/4322595589"", ""addr:housenumber"": ""330"", ""addr:postcode"": ""K2P 1M5"", ""addr:street"": ""Elgin Street"", ""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""name"": ""Happy Fish Raw Bar""}"
node,4342742090,Dante,restaurant,restaurant,,,45.4402048,-75.6763169,7,Springfield Road,Ottawa,,7 Springfield Road,,,,,,,"{""@id"": ""node/4342742090"", ""addr:housenumber"": ""7"", ""addr:street"": ""Springfield Road"", ""amenity"": ""restaurant"", ""name"": ""Dante"", ""outdoor_seating"": ""no""}"
node,4342788290,Schoolhouse Pizza,restaurant,restaurant,,,45.4402702,-75.6763265,11,Springfield Road,Ottawa,,11 Springfield Road,,,Su-Fr 11:00-21:00; Sa 16:00-21:00,,,,"{""@id"": ""node/4342788290"", ""addr:housenumber"": ""11"", ""addr:street"": ""Springfield Road"", ""amenity"": ""restaurant"", ""name"": ""Schoolhouse Pizza"", ""opening_hours"": ""Su-Fr 11:00-21:00; Sa 16:00-21:00""}"
node,4347487189,Dhruvees,restaurant,restaurant,,indian,45.4389499,-75.6770595,18,Beechwood Avenue,Ottawa,,18 Beechwood Avenue,,,,,,,"{""@id"": ""node/4347487189"", ""addr:housenumber"": ""18"", ""addr:street"": ""Beechwood Avenue"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Dhruvees""}"
node,4349870610,Grill Forty One Restaurant & Bar,restaurant,restaurant,,,45.4216851,-75.6939457,,,Ottawa,,,,,,,,,"{""@id"": ""node/4349870610"", ""amenity"": ""restaurant"", ""name"": ""Grill Forty One Restaurant & Bar""}"
node,4350029090,D'Afrique,restaurant,restaurant,,,45.4203354,-75.6944061,164,Laurier Avenue West,Ottawa,,164 Laurier Avenue West,,,,,,,"{""@id"": ""node/4350029090"", ""addr:housenumber"": ""164"", ""addr:street"": ""Laurier Avenue West"", ""amenity"": ""restaurant"", ""name"": ""D'Afrique""}"
node,4350033489,Capital Diner Deli & Grill,restaurant,restaurant,,,45.4203591,-75.6943507,164,Laurier Avenue West,Ottawa,,164 Laurier Avenue West,,,,,,,"{""@id"": ""node/4350033489"", ""addr:housenumber"": ""164"", ""addr:street"": ""Laurier Avenue West"", ""amenity"": ""restaurant"", ""name"": ""Capital Diner Deli & Grill""}"
node,4350043980,Smash Daddy,restaurant,restaurant,,burger;fries;shrimp,45.4203853,-75.6981386,84,O'Connor Street,Ottawa,K1P 5M7,84 O'Connor Street,,https://smashdaddy.ca/,Mo-Su 11:30-19:30,,,,"{""@id"": ""node/4350043980"", ""addr:housenumber"": ""84"", ""addr:postcode"": ""K1P 5M7"", ""addr:street"": ""O'Connor Street"", ""amenity"": ""restaurant"", ""contact:facebook"": ""61554652852059"", ""contact:instagram"": ""smashdaddy613"", ""cuisine"": ""burger;fries;shrimp"", ""email"": ""smashdaddy613@gmail.com"", ""name"": ""Smash Daddy"", ""opening_hours"": ""Mo-Su 11:30-19:30"", ""website"": ""https://smashdaddy.ca/""}"
node,4350048193,Eggspectation,restaurant,restaurant,,breakfast,45.4184151,-75.6987046,171,Bank Street,Ottawa,,171 Bank Street,,,Mo-Su 07:00-15:00,,,,"{""@id"": ""node/4350048193"", ""addr:housenumber"": ""171"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""breakfast"", ""name"": ""Eggspectation"", ""opening_hours"": ""Mo-Su 07:00-15:00""}"
node,4350054830,The Rox,restaurant,restaurant,,,45.4203954,-75.6949429,123,Metcalfe Street,Ottawa,,123 Metcalfe Street,,,,,,,"{""@id"": ""node/4350054830"", ""addr:housenumber"": ""123"", ""addr:street"": ""Metcalfe Street"", ""amenity"": ""restaurant"", ""name"": ""The Rox""}"
node,4351595540,Nox Restaurant/Pub,restaurant,restaurant,,,45.4196573,-75.6775912,801,King Edward Avenue,Ottawa,,801 King Edward Avenue,,,,,,,"{""@id"": ""node/4351595540"", ""addr:housenumber"": ""801"", ""addr:street"": ""King Edward Avenue"", ""amenity"": ""restaurant"", ""name"": ""Nox Restaurant/Pub""}"
node,4351925994,The Oriental House,restaurant,restaurant,,chinese,45.4176552,-75.690359,266,Elgin Street,Ottawa,,266 Elgin Street,,,,,,,"{""@id"": ""node/4351925994"", ""addr:housenumber"": ""266"", ""addr:street"": ""Elgin Street"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""The Oriental House""}"
node,4353880995,Open Rice,restaurant,restaurant,,asian,45.4049558,-75.625809,1755,St-Laurent Boulevard,Ottawa,,1755 St-Laurent Boulevard,,,Mo-Fr 11:30-22:00; Sa 16:00-22:00,,,,"{""@id"": ""node/4353880995"", ""addr:housenumber"": ""1755"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""asian"", ""name"": ""Open Rice"", ""opening_hours"": ""Mo-Fr 11:30-22:00; Sa 16:00-22:00""}"
node,4354349089,Pizza Hut,restaurant,restaurant,,pizza,45.4053713,-75.6259975,1741,St-Laurent Boulevard,Ottawa,,1741 St-Laurent Boulevard,,,,,Pizza Hut,,"{""@id"": ""node/4354349089"", ""addr:housenumber"": ""1741"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut""}"
node,4354449991,168 Sushi Asian Buffet,restaurant,restaurant,,,45.4045114,-75.6268171,,St-Laurent Boulevard,Ottawa,,St-Laurent Boulevard,+1-613-523-1680,,,,,,"{""@id"": ""node/4354449991"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""name"": ""168 Sushi Asian Buffet"", ""phone"": ""+1-613-523-1680""}"
node,4362229312,Boro,restaurant,restaurant,,,45.4297651,-75.6917074,297,Dalhousie Street,Ottawa,K1N 7E5,297 Dalhousie Street,,,,,,,"{""@id"": ""node/4362229312"", ""addr:housenumber"": ""297"", ""addr:postcode"": ""K1N 7E5"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""name"": ""Boro""}"
node,4382813393,Sansotei Ramen,restaurant,restaurant,,noodle,45.4189378,-75.6992229,153,Bank Street,Ottawa,K1P 5N7,153 Bank Street,+1-613-695-1718,https://www.sansotei.com/,Mo-Sa 11:00-22:00,,,,"{""@id"": ""node/4382813393"", ""addr:housenumber"": ""153"", ""addr:postcode"": ""K1P 5N7"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""check_date:opening_hours"": ""2025-10-13"", ""cuisine"": ""noodle"", ""mapillary"": ""1532609220463909"", ""name"": ""Sansotei Ramen"", ""opening_hours"": ""Mo-Sa 11:00-22:00"", ""phone"": ""+1-613-695-1718"", ""website"": ""https://www.sansotei.com/""}"
node,4416759590,Sushi Zone,restaurant,restaurant,,,45.4276855,-75.6922834,,,Ottawa,,,,,,yes,,,"{""@id"": ""node/4416759590"", ""amenity"": ""restaurant"", ""name"": ""Sushi Zone"", ""name:en"": ""Sushi Zone"", ""wheelchair"": ""yes""}"
node,4416763190,Le Mien - Craft Noodle,restaurant,restaurant,,noodle,45.4278155,-75.6921155,43,William Street,Ottawa,,43 William Street,,,,,,,"{""@id"": ""node/4416763190"", ""addr:housenumber"": ""43"", ""addr:street"": ""William Street"", ""amenity"": ""restaurant"", ""cuisine"": ""noodle"", ""name"": ""Le Mien - Craft Noodle""}"
node,4456642681,Mezzanotte Bistro Italiano,restaurant,restaurant,,italian,45.4293061,-75.6941562,50,Murray Street,Ottawa,,50 Murray Street,,http://www.mezzanotte-bistro.com/,,,,,"{""@id"": ""node/4456642681"", ""addr:housenumber"": ""50"", ""addr:street"": ""Murray Street"", ""amenity"": ""restaurant"", ""capacity"": ""100"", ""cuisine"": ""italian"", ""level"": ""1"", ""mapillary"": ""1067207873804127"", ""name"": ""Mezzanotte Bistro Italiano"", ""smoking"": ""no"", ""takeaway"": ""no"", ""website"": ""http://www.mezzanotte-bistro.com/""}"
node,4457963458,Shafali,restaurant,restaurant,,indian,45.429298,-75.6916555,308,Dalhousie Street,Ottawa,,308 Dalhousie Street,+1-613-789-9188,https://shafali.com/,,,,,"{""@id"": ""node/4457963458"", ""addr:housenumber"": ""308"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Shafali"", ""phone"": ""+1-613-789-9188"", ""smoking"": ""outside"", ""takeaway"": ""yes"", ""website"": ""https://shafali.com/""}"
node,4458638689,Kochin Kitchen,restaurant,restaurant,,indian,45.4301839,-75.692088,271,Dalhousie Street,Ottawa,K1N 7E5,271 Dalhousie Street,+1-613-562-4461,https://www.kochinkitchen.ca/,,,,,"{""@id"": ""node/4458638689"", ""addr:housenumber"": ""271"", ""addr:postcode"": ""K1N 7E5"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""delivery"": ""yes"", ""mapillary"": ""291561025782754"", ""name"": ""Kochin Kitchen"", ""phone"": ""+1-613-562-4461"", ""smoking"": ""outside"", ""takeaway"": ""yes"", ""website"": ""https://www.kochinkitchen.ca/""}"
node,4462646188,The Koven,restaurant,restaurant,,,45.4298965,-75.6933924,93,Murray Street,Ottawa,K1N 5M5,93 Murray Street,,,,,,,"{""@id"": ""node/4462646188"", ""addr:housenumber"": ""93"", ""addr:postcode"": ""K1N 5M5"", ""addr:street"": ""Murray Street"", ""amenity"": ""restaurant"", ""name"": ""The Koven"", ""smoking"": ""outside""}"
node,4462646290,Khao Thai,restaurant,restaurant,,thai,45.4299875,-75.693211,103,Murray Street,Ottawa,K1N 5M5,103 Murray Street,+1-613-241-7276,https://www.khaothai.ca/,,,,,"{""@id"": ""node/4462646290"", ""addr:housenumber"": ""103"", ""addr:postcode"": ""K1N 5M5"", ""addr:street"": ""Murray Street"", ""amenity"": ""restaurant"", ""cuisine"": ""thai"", ""name"": ""Khao Thai"", ""phone"": ""+1-613-241-7276"", ""smoking"": ""outside"", ""website"": ""https://www.khaothai.ca/""}"
node,4462646293,Bite Burger House,restaurant,restaurant,,burger,45.4298428,-75.6929002,108,Murray Street,Ottawa,,108 Murray Street,+1-613-562-2483,https://biteburgerhouse.com/,,,,,"{""@id"": ""node/4462646293"", ""addr:housenumber"": ""108"", ""addr:street"": ""Murray Street"", ""amenity"": ""restaurant"", ""cuisine"": ""burger"", ""delivery"": ""no"", ""mapillary"": ""838902496981319"", ""name"": ""Bite Burger House"", ""phone"": ""+1-613-562-2483"", ""smoking"": ""outside"", ""takeaway"": ""no"", ""website"": ""https://biteburgerhouse.com/""}"
node,4471395691,Rockcliffe Boathouse Restaurant,restaurant,restaurant,,,45.4550408,-75.6876446,,,Ottawa,,,,,,,,,"{""@id"": ""node/4471395691"", ""amenity"": ""restaurant"", ""name"": ""Rockcliffe Boathouse Restaurant""}"
node,4492735611,Gyubee Japanese Grill,restaurant,restaurant,,japanese,45.4289853,-75.6915749,95,York Street,Ottawa,,95 York Street,,,,,,,"{""@id"": ""node/4492735611"", ""addr:housenumber"": ""95"", ""addr:street"": ""York Street"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""name"": ""Gyubee Japanese Grill""}"
node,4497135191,Starling,restaurant,restaurant,,regional,45.4281525,-75.6923663,54,York Street,Ottawa,,54 York Street,,https://www.starlingottawa.ca/,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 09:00-23:00; Su 09:00-22:00,,,,"{""@id"": ""node/4497135191"", ""addr:housenumber"": ""54"", ""addr:street"": ""York Street"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Starling"", ""opening_hours"": ""Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 09:00-23:00; Su 09:00-22:00"", ""website"": ""https://www.starlingottawa.ca/""}"
node,4497182201,Buvette Daphnée,restaurant,restaurant,,,45.4288765,-75.6927432,11,William Street,Ottawa,,11 William Street,,,,,,,"{""@id"": ""node/4497182201"", ""addr:housenumber"": ""11"", ""addr:street"": ""William Street"", ""amenity"": ""restaurant"", ""name"": ""Buvette Daphnée""}"
node,4506648730,Dunn's Famous,restaurant,restaurant,,sandwich,45.4280974,-75.6902822,355,Dalhousie Street,Ottawa,,355 Dalhousie Street,+1-613-562-4966,https://dunnsfamousottawa.com/,24/7,limited,,,"{""@id"": ""node/4506648730"", ""addr:housenumber"": ""355"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""sandwich"", ""name"": ""Dunn's Famous"", ""opening_hours"": ""24/7"", ""phone"": ""+1-613-562-4966"", ""toilets:wheelchair"": ""no"", ""website"": ""https://dunnsfamousottawa.com/"", ""wheelchair"": ""limited""}"
node,4507021962,La La Noodle,restaurant,restaurant,,noodle;chinese;ramen,45.4288438,-75.6879304,179,George Street,Ottawa,,179 George Street,+1-613-518-0239,https://www.lalanoodles.com/,11:00-21:00; Th-Sa 11:00-23:00,,,,"{""@id"": ""node/4507021962"", ""addr:housenumber"": ""179"", ""addr:street"": ""George Street"", ""addr:unit"": ""1"", ""amenity"": ""restaurant"", ""cuisine"": ""noodle;chinese;ramen"", ""description"": ""Lanzhou beef noodles"", ""level"": ""0"", ""name"": ""La La Noodle"", ""name:zh"": ""东哥面馆"", ""opening_hours"": ""11:00-21:00; Th-Sa 11:00-23:00"", ""phone"": ""+1-613-518-0239"", ""smoking"": ""no"", ""website"": ""https://www.lalanoodles.com/""}"
node,4565707171,Umbrella Bar,restaurant,restaurant,,,45.3961643,-75.7055287,1001,Queen Elizabeth Driveway,Ottawa,,1001 Queen Elizabeth Driveway,,https://www.umbrellabarottawa.com/,Mo-Su 11:00-22:00,yes,,,"{""@id"": ""node/4565707171"", ""addr:housenumber"": ""1001"", ""addr:street"": ""Queen Elizabeth Driveway"", ""amenity"": ""restaurant"", ""level"": ""1"", ""name"": ""Umbrella Bar"", ""old_name"": ""Malone's Lakeside Grill"", ""opening_hours"": ""Mo-Su 11:00-22:00"", ""smoking"": ""no"", ""toilets:wheelchair"": ""yes"", ""website"": ""https://www.umbrellabarottawa.com/"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""take elevator right of main entrance""}"
node,4589743494,Kiko Sushi Bar,restaurant,restaurant,,sushi,45.4017457,-75.7099541,349 B,Preston Street,Ottawa,,349 B Preston Street,+1-613-695-3143,https://kikosushibar.com/,,,,,"{""@id"": ""node/4589743494"", ""addr:housenumber"": ""349 B"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""check_date"": ""2022-09-19"", ""cuisine"": ""sushi"", ""delivery"": ""yes"", ""name"": ""Kiko Sushi Bar"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-695-3143"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""website"": ""https://kikosushibar.com/""}"
node,4602178067,Tennessy Willems,restaurant,restaurant,,pizza,45.4031364,-75.7250954,,,Ottawa,,,+1-613-722-0000,,,no,,,"{""@id"": ""node/4602178067"", ""amenity"": ""restaurant"", ""capacity"": ""30"", ""check_date"": ""2023-04-16"", ""cuisine"": ""pizza"", ""mapillary"": ""298527631828461"", ""name"": ""Tennessy Willems"", ""phone"": ""+1-613-722-0000"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}"
node,4614343810,Zoé's Lounge,restaurant,restaurant,,,45.425326,-75.6945142,1,Rideau Street,Ottawa,,1 Rideau Street,+1-613-241-1414,https://www.fairmont.com/laurier-ottawa/dining/zoes-lounge/,,,,,"{""@id"": ""node/4614343810"", ""addr:housenumber"": ""1"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""name"": ""Zoé's Lounge"", ""phone"": ""+1-613-241-1414"", ""website"": ""https://www.fairmont.com/laurier-ottawa/dining/zoes-lounge/""}"
node,4616578252,feast + revel,restaurant,restaurant,,regional,45.4287799,-75.6908634,325,Dalhousie Street,Ottawa,,325 Dalhousie Street,+1-613-321-1234,https://ottawa.andaz.hyatt.com/en/hotel/dining/feast-and-revel.html,,,,,"{""@id"": ""node/4616578252"", ""addr:housenumber"": ""325"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""feast + revel"", ""phone"": ""+1-613-321-1234"", ""website"": ""https://ottawa.andaz.hyatt.com/en/hotel/dining/feast-and-revel.html""}"
node,4677337290,Swiss Chalet,restaurant,restaurant,,chicken,45.2941416,-75.8959449,653,Terry Fox Drive,Ottawa,K2L 4E7,653 Terry Fox Drive,,,,,Swiss Chalet,,"{""@id"": ""node/4677337290"", ""addr:housenumber"": ""653"", ""addr:postcode"": ""K2L 4E7"", ""addr:street"": ""Terry Fox Drive"", ""amenity"": ""restaurant"", ""brand"": ""Swiss Chalet"", ""brand:wikidata"": ""Q2372909"", ""brand:wikipedia"": ""en:Swiss Chalet"", ""cuisine"": ""chicken"", ""name"": ""Swiss Chalet"", ""name:en"": ""Swiss Chalet"", ""name:fr"": ""Chalet Suisse""}"
node,4710660985,Hong Kong Express,restaurant,restaurant,,chinese,45.428035,-75.6869659,246,Rideau Street,Ottawa,,246 Rideau Street,,,,yes,,,"{""@id"": ""node/4710660985"", ""addr:housenumber"": ""246"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""level"": ""0"", ""name"": ""Hong Kong Express"", ""name:zh"": ""港味小厨"", ""outdoor_seating"": ""no"", ""wheelchair"": ""yes""}"
node,4721341691,Scone Witch,restaurant,restaurant,,sandwich;breakfast;tea;coffee_shop;local,45.4200321,-75.6937728,,,Ottawa,,,,https://sconewitch.ca/,Mo-Su 06:30-16:00,,,,"{""@id"": ""node/4721341691"", ""amenity"": ""restaurant"", ""cuisine"": ""sandwich;breakfast;tea;coffee_shop;local"", ""name"": ""Scone Witch"", ""name:en"": ""Scone Witch"", ""opening_hours"": ""Mo-Su 06:30-16:00"", ""website"": ""https://sconewitch.ca/""}"
node,4751129370,All You Can Eat,restaurant,restaurant,,chinese,45.4300121,-75.6922653,276,Dalhousie Street,Ottawa,,276 Dalhousie Street,,,,,,City of Ottawa,"{""@id"": ""node/4751129370"", ""addr:housenumber"": ""276"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""All You Can Eat"", ""source"": ""City of Ottawa""}"
node,4751129807,Ratatouille,restaurant,restaurant,,french,45.4299661,-75.6922377,278,Dalhousie Street,Ottawa,,278 Dalhousie Street,,,,,,City of Ottawa,"{""@id"": ""node/4751129807"", ""addr:housenumber"": ""278"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""french"", ""name"": ""Ratatouille"", ""source"": ""City of Ottawa""}"
node,4751593610,Sugar & Slice,restaurant,restaurant,,pizza;burger,45.4212244,-75.6723425,107,Mann Avenue,Ottawa,,107 Mann Avenue,+1 613-237-9229,,,,,City of Ottawa,"{""@id"": ""node/4751593610"", ""addr:housenumber"": ""107"", ""addr:street"": ""Mann Avenue"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza;burger"", ""diet:halal"": ""yes"", ""name"": ""Sugar & Slice"", ""phone"": ""+1 613-237-9229"", ""source"": ""City of Ottawa""}"
node,4751593724,Asal Restaurant,restaurant,restaurant,,african,45.4212576,-75.6722581,113,Mann Avenue,Ottawa,,113 Mann Avenue,,,,,,City of Ottawa,"{""@id"": ""node/4751593724"", ""addr:housenumber"": ""113"", ""addr:street"": ""Mann Avenue"", ""amenity"": ""restaurant"", ""cuisine"": ""african"", ""name"": ""Asal Restaurant"", ""source"": ""City of Ottawa""}"
node,4757841149,Swiss Chalet,restaurant,restaurant,,chicken,45.4583711,-75.4948957,4290,Innes Road,Ottawa,,4290 Innes Road,,,,,Swiss Chalet,,"{""@id"": ""node/4757841149"", ""addr:housenumber"": ""4290"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""brand"": ""Swiss Chalet"", ""brand:wikidata"": ""Q2372909"", ""brand:wikipedia"": ""en:Swiss Chalet"", ""cuisine"": ""chicken"", ""name"": ""Swiss Chalet"", ""operator"": ""Cara""}"
node,4779279950,No Forks Given,restaurant,restaurant,,burger,45.4222173,-75.6800709,191,Somerset Street East,Ottawa,,191 Somerset Street East,+1 613-230-1888,https://noforksgiven.ca/,"Mo-We, Su 11:00-21:45; Th-Sa 11:00-23:00",,,City of Ottawa,"{""@id"": ""node/4779279950"", ""addr:housenumber"": ""191"", ""addr:street"": ""Somerset Street East"", ""amenity"": ""restaurant"", ""contact:facebook"": ""https://www.facebook.com/NoForksGivenCatering/"", ""contact:instagram"": ""https://www.instagram.com/noforksgiven_catering"", ""cuisine"": ""burger"", ""name"": ""No Forks Given"", ""opening_hours"": ""Mo-We, Su 11:00-21:45; Th-Sa 11:00-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1 613-230-1888"", ""source"": ""City of Ottawa"", ""website"": ""https://noforksgiven.ca/""}"
