osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,cuisine_original,cuisine_source_url,cuisine_enrichment_confidence,cuisine_enrichment_method,cuisine_updated
way,68587725,Biagio's,restaurant,restaurant,Unknown,italian,45.3645306,-75.788307,1394,Richmond Road,Ottawa,Unknown,1394 Richmond Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/68587725"", ""addr:housenumber"": ""1394"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Biagio's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1394 Richmond Road, Ottawa Unknown",9.525725333597554,"Biagio's restaurant italian 1394 Richmond Road, Ottawa Unknown {""@id"": ""way/68587725"", ""addr:housenumber"": ""1394"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Biagio's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,68588409,Fairmont Château Laurier,hotel,Unknown,hotel,Unknown,45.4255846,-75.6952241,1,Rideau Street,Ottawa,Unknown,1 Rideau Street,,,,yes,Fairmont,City of Ottawa,"{""@id"": ""way/68588409"", ""addr:housenumber"": ""1"", ""addr:street"": ""Rideau Street"", ""alt_name"": ""Château Laurier"", ""brand"": ""Fairmont"", ""brand:wikidata"": ""Q1393345"", ""brand:wikipedia"": ""en:Fairmont Hotels and Resorts"", ""building"": ""hotel"", ""building:colour"": ""beige"", ""building:levels"": ""12"", ""building:material"": ""stone"", ""heritage"": ""2"", ""heritage:operator"": ""hsmbc"", ""heritage:website"": ""https://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=14549"", ""historic"": ""building;yes"", ""hsmbc:criteria"": ""nhs"", ""hsmbc:inscription_date"": ""1981-01-15"", ""internet_access"": ""yes"", ""layer"": ""1"", ""name"": ""Fairmont Château Laurier"", ""name:en"": ""Fairmont Château Laurier"", ""name:ko"": ""페어몬트 샤토 로리에"", ""name:zh"": ""勞里埃城堡費爾蒙酒店;劳里埃城堡费尔蒙酒店"", ""name:zh-Hans"": ""劳里埃城堡费尔蒙酒店"", ""name:zh-Hant"": ""勞里埃城堡費爾蒙酒店"", ""old_name"": ""Château Laurier"", ""operator"": ""Fairmont"", ""ref:hpc"": ""14549"", ""roof:material"": ""copper"", ""rooms"": ""429"", ""source"": ""City of Ottawa"", ""stars"": ""4"", ""survey:date"": ""2012-11-14"", ""tourism"": ""hotel"", ""wheelchair"": ""yes"", ""wikidata"": ""Q2089212"", ""wikipedia"": ""en:Château Laurier"", ""@geometry"": ""center""}","1 Rideau Street, Ottawa Unknown",0.4796509915692502,"Fairmont Château Laurier hotel Unknown 1 Rideau Street, Ottawa Unknown {""@id"": ""way/68588409"", ""addr:housenumber"": ""1"", ""addr:street"": ""Rideau Street"", ""alt_name"": ""Château Laurier"", ""brand"": ""Fairmont"", ""brand:wikidata"": ""Q1393345"", ""brand:wikipedia"": ""en:Fairmont Hotels and Resorts"", ""building"": ""hotel"", ""building:colour"": ""beige"", ""building:levels"": ""12"", ""building:material"": ""stone"", ""heritage"": ""2"", ""heritage:operator"": ""hsmbc"", ""heritage:website"": ""https://www.historicplaces.ca/en/rep-reg/place-lieu.aspx?id=14549"", ""historic"": ""building;yes"", ""hsmbc:criteria"": ""nhs"", ""hsmbc:inscription_date"": ""1981-01-15"", ""internet_access"": ""yes"", ""layer"": ""1"", ""name"": ""Fairmont Château Laurier"", ""name:en"": ""Fairmont Château Laurier"", ""name:ko"": ""페어몬트 샤토 로리에"", ""name:zh"": ""勞里埃城堡費爾蒙酒店;劳里埃城堡费尔蒙酒店"", ""name:zh-Hans"": ""劳里埃城堡费尔蒙酒店"", ""name:zh-Hant"": ""勞里埃城堡費爾蒙酒店"", ""old_name"": ""Château Laurier"", ""operator"": ""Fairmont"", ""ref:hpc"": ""14549"", ""roof:material"": ""copper"", ""rooms"": ""429"", ""source"": ""City of Ottawa"", ""stars"": ""4"", ""survey:date"": ""2012-11-14"", ""tourism"": ""hotel"", ""wheelchair"": ""yes"", ""wikidata"": ""Q2089212"", ""wikipedia"": ""en:Château Laurier"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,68608261,Ottawa Best Hotel,motel,Unknown,motel,Unknown,45.2974741,-75.5795952,5033,Bank Street,Ottawa,Unknown,5033 Bank Street,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/68608261"", ""addr:housenumber"": ""5033"", ""addr:street"": ""Bank Street"", ""building"": ""yes"", ""check_date"": ""2024-06-27"", ""name"": ""Ottawa Best Hotel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}","5033 Bank Street, Ottawa Unknown",16.57180499503648,"Ottawa Best Hotel motel Unknown 5033 Bank Street, Ottawa Unknown {""@id"": ""way/68608261"", ""addr:housenumber"": ""5033"", ""addr:street"": ""Bank Street"", ""building"": ""yes"", ""check_date"": ""2024-06-27"", ""name"": ""Ottawa Best Hotel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}",motel,,,,Unknown,,,,False
way,68609059,Red Lobster,restaurant,restaurant,Unknown,seafood,45.3521242,-75.7324742,1595,Merivale Road,Ottawa,K2G 3J4,1595 Merivale Road,+1-613-727-0035,https://www.redlobster.ca/,"Su-Th 11:00-22:00; Fr,Sa 11:00-23:00",Unknown,Red Lobster,,"{""@id"": ""way/68609059"", ""addr:housenumber"": ""1595"", ""addr:postcode"": ""K2G 3J4"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""brand"": ""Red Lobster"", ""brand:wikidata"": ""Q846301"", ""brand:wikipedia"": ""en:Red Lobster"", ""building"": ""retail"", ""building:levels"": ""1"", ""check_date:opening_hours"": ""2024-09-06"", ""cuisine"": ""seafood"", ""name"": ""Red Lobster"", ""opening_hours"": ""Su-Th 11:00-22:00; Fr,Sa 11:00-23:00"", ""phone"": ""+1-613-727-0035"", ""website"": ""https://www.redlobster.ca/"", ""@geometry"": ""center""}","1595 Merivale Road, Ottawa K2G 3J4",8.191328002627458,"Red Lobster restaurant seafood 1595 Merivale Road, Ottawa K2G 3J4 {""@id"": ""way/68609059"", ""addr:housenumber"": ""1595"", ""addr:postcode"": ""K2G 3J4"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""brand"": ""Red Lobster"", ""brand:wikidata"": ""Q846301"", ""brand:wikipedia"": ""en:Red Lobster"", ""building"": ""retail"", ""building:levels"": ""1"", ""check_date:opening_hours"": ""2024-09-06"", ""cuisine"": ""seafood"", ""name"": ""Red Lobster"", ""opening_hours"": ""Su-Th 11:00-22:00; Fr,Sa 11:00-23:00"", ""phone"": ""+1-613-727-0035"", ""website"": ""https://www.redlobster.ca/"", ""@geometry"": ""center""}",seafood,,,,seafood,,,,False
way,68609417,Kanata Noodle House,restaurant,restaurant,Unknown,vietnamese;noodle,45.3385213,-75.9065945,4049,Carling Avenue,Ottawa,Unknown,4049 Carling Avenue,+1 613-435-8817,https://carling.kanatanoodlehouse.com/,,Unknown,Unknown,Bing,"{""@id"": ""way/68609417"", ""addr:housenumber"": ""4049"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""vietnamese;noodle"", ""internet_access"": ""wlan"", ""name"": ""Kanata Noodle House"", ""phone"": ""+1 613-435-8817"", ""source"": ""Bing"", ""start_date"": ""1976..1991"", ""website"": ""https://carling.kanatanoodlehouse.com/"", ""@geometry"": ""center""}","4049 Carling Avenue, Ottawa Unknown",18.77768175869757,"Kanata Noodle House restaurant vietnamese;noodle 4049 Carling Avenue, Ottawa Unknown {""@id"": ""way/68609417"", ""addr:housenumber"": ""4049"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""vietnamese;noodle"", ""internet_access"": ""wlan"", ""name"": ""Kanata Noodle House"", ""phone"": ""+1 613-435-8817"", ""source"": ""Bing"", ""start_date"": ""1976..1991"", ""website"": ""https://carling.kanatanoodlehouse.com/"", ""@geometry"": ""center""}",vietnamese;noodle,,,,vietnamese;noodle,,,,False
way,68609468,Comfort Inn Ottawa West - Kanata,hotel,Unknown,hotel,Unknown,45.315366,-75.893299,222,Hearst Way,Ottawa,K2L 3A2,222 Hearst Way,+1-613-592-2200,http://www.comfortinnkanata.com,,limited,Comfort Inn,hotel_owner,"{""@id"": ""way/68609468"", ""addr:housename"": ""Comfort Inn"", ""addr:housenumber"": ""222"", ""addr:postcode"": ""K2L 3A2"", ""addr:street"": ""Hearst Way"", ""brand"": ""Comfort Inn"", ""brand:wikidata"": ""Q113152349"", ""building"": ""commercial"", ""fax"": ""+1-613-591-9600"", ""name"": ""Comfort Inn Ottawa West - Kanata"", ""operator"": ""Comfort Inn"", ""phone"": ""+1-613-592-2200"", ""source"": ""hotel_owner"", ""start_date"": ""1976..1991"", ""tourism"": ""hotel"", ""website"": ""http://www.comfortinnkanata.com"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}","222 Hearst Way, Ottawa K2L 3A2",19.337859626306933,"Comfort Inn Ottawa West - Kanata hotel Unknown 222 Hearst Way, Ottawa K2L 3A2 {""@id"": ""way/68609468"", ""addr:housename"": ""Comfort Inn"", ""addr:housenumber"": ""222"", ""addr:postcode"": ""K2L 3A2"", ""addr:street"": ""Hearst Way"", ""brand"": ""Comfort Inn"", ""brand:wikidata"": ""Q113152349"", ""building"": ""commercial"", ""fax"": ""+1-613-591-9600"", ""name"": ""Comfort Inn Ottawa West - Kanata"", ""operator"": ""Comfort Inn"", ""phone"": ""+1-613-592-2200"", ""source"": ""hotel_owner"", ""start_date"": ""1976..1991"", ""tourism"": ""hotel"", ""website"": ""http://www.comfortinnkanata.com"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,68658087,Days Inn Ottawa West,hotel,Unknown,hotel,Unknown,45.3227291,-75.8343869,350,Moodie Drive,Ottawa,Unknown,350 Moodie Drive,,,,Unknown,Days Inn,City of Ottawa,"{""@id"": ""way/68658087"", ""addr:housenumber"": ""350"", ""addr:street"": ""Moodie Drive"", ""brand"": ""Days Inn"", ""brand:wikidata"": ""Q1047239"", ""brand:wikipedia"": ""en:Days Inn"", ""building"": ""commercial"", ""building:levels"": ""6"", ""name"": ""Days Inn Ottawa West"", ""operator"": ""Wyndham Hotels and Resorts"", ""operator:wikidata"": ""Q8040120"", ""operator:wikipedia"": ""en:Wyndham Hotels and Resorts"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""@geometry"": ""center""}","350 Moodie Drive, Ottawa Unknown",15.344728587522692,"Days Inn Ottawa West hotel Unknown 350 Moodie Drive, Ottawa Unknown {""@id"": ""way/68658087"", ""addr:housenumber"": ""350"", ""addr:street"": ""Moodie Drive"", ""brand"": ""Days Inn"", ""brand:wikidata"": ""Q1047239"", ""brand:wikipedia"": ""en:Days Inn"", ""building"": ""commercial"", ""building:levels"": ""6"", ""name"": ""Days Inn Ottawa West"", ""operator"": ""Wyndham Hotels and Resorts"", ""operator:wikidata"": ""Q8040120"", ""operator:wikipedia"": ""en:Wyndham Hotels and Resorts"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,68658236,Persis Grill,restaurant,restaurant,Unknown,persian;middle_eastern,45.3225077,-75.8342185,360,Moodie Drive,Ottawa,K2H 8G3,360 Moodie Drive,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/68658236"", ""addr:housenumber"": ""360"", ""addr:postcode"": ""K2H 8G3"", ""addr:street"": ""Moodie Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Persis Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","360 Moodie Drive, Ottawa K2H 8G3",15.353200053100243,"Persis Grill restaurant Unknown 360 Moodie Drive, Ottawa K2H 8G3 {""@id"": ""way/68658236"", ""addr:housenumber"": ""360"", ""addr:postcode"": ""K2H 8G3"", ""addr:street"": ""Moodie Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Persis Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.persisgrill.ca/,high,web_research,True
way,68658320,Zola's,restaurant,restaurant,Unknown,italian,45.3188041,-75.840178,2194,Robertson Road,Ottawa,Unknown,2194 Robertson Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/68658320"", ""addr:housenumber"": ""2194"", ""addr:street"": ""Robertson Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""1986"", ""cuisine"": ""italian"", ""name"": ""Zola's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","2194 Robertson Road, Ottawa Unknown",15.97330684734473,"Zola's restaurant italian 2194 Robertson Road, Ottawa Unknown {""@id"": ""way/68658320"", ""addr:housenumber"": ""2194"", ""addr:street"": ""Robertson Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""1986"", ""cuisine"": ""italian"", ""name"": ""Zola's"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,68658347,Holiday Inn Express & Suites Ottawa West - Nepean,hotel,Unknown,hotel,Unknown,45.3236365,-75.830781,2055,Robertson Road,Ottawa,Unknown,2055 Robertson Road,,,,Unknown,Holiday Inn Express & Suites,City of Ottawa,"{""@id"": ""way/68658347"", ""addr:housenumber"": ""2055"", ""addr:street"": ""Robertson Road"", ""brand"": ""Holiday Inn Express & Suites"", ""brand:wikidata"": ""Q5880423"", ""brand:wikipedia"": ""en:Holiday Inn Express"", ""building"": ""hotel"", ""building:colour"": ""beige"", ""building:levels"": ""6"", ""building:material"": ""stucco"", ""name"": ""Holiday Inn Express & Suites Ottawa West - Nepean"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wikidata"": ""Q111392208"", ""@geometry"": ""center""}","2055 Robertson Road, Ottawa Unknown",15.076313319588705,"Holiday Inn Express & Suites Ottawa West - Nepean hotel Unknown 2055 Robertson Road, Ottawa Unknown {""@id"": ""way/68658347"", ""addr:housenumber"": ""2055"", ""addr:street"": ""Robertson Road"", ""brand"": ""Holiday Inn Express & Suites"", ""brand:wikidata"": ""Q5880423"", ""brand:wikipedia"": ""en:Holiday Inn Express"", ""building"": ""hotel"", ""building:colour"": ""beige"", ""building:levels"": ""6"", ""building:material"": ""stucco"", ""name"": ""Holiday Inn Express & Suites Ottawa West - Nepean"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wikidata"": ""Q111392208"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,68661889,Holiday Inn Ottawa East,hotel,Unknown,hotel,Unknown,45.422889,-75.6342635,1199,Joseph Cyr Street,Ottawa,K1J 7T4,1199 Joseph Cyr Street,,,,yes,Holiday Inn,City of Ottawa,"{""@id"": ""way/68661889"", ""addr:housename"": ""Holiday Inn"", ""addr:housenumber"": ""1199"", ""addr:postcode"": ""K1J 7T4"", ""addr:street"": ""Joseph Cyr Street"", ""alt_name"": ""Holiday Inn Ottawa East"", ""brand"": ""Holiday Inn"", ""brand:wikidata"": ""Q2717882"", ""brand:wikipedia"": ""en:Holiday Inn"", ""building"": ""hotel"", ""internet_access"": ""yes"", ""name"": ""Holiday Inn Ottawa East"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wheelchair"": ""yes"", ""wikidata"": ""Q111392204"", ""@geometry"": ""center""}","1199 Joseph Cyr Street, Ottawa K1J 7T4",4.914318139743076,"Holiday Inn Ottawa East hotel Unknown 1199 Joseph Cyr Street, Ottawa K1J 7T4 {""@id"": ""way/68661889"", ""addr:housename"": ""Holiday Inn"", ""addr:housenumber"": ""1199"", ""addr:postcode"": ""K1J 7T4"", ""addr:street"": ""Joseph Cyr Street"", ""alt_name"": ""Holiday Inn Ottawa East"", ""brand"": ""Holiday Inn"", ""brand:wikidata"": ""Q2717882"", ""brand:wikipedia"": ""en:Holiday Inn"", ""building"": ""hotel"", ""internet_access"": ""yes"", ""name"": ""Holiday Inn Ottawa East"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""wheelchair"": ""yes"", ""wikidata"": ""Q111392204"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,68661987,Lone Star Texas Grill,restaurant,restaurant,Unknown,tex-mex,45.422197,-75.6340735,1211,Lemieux Street,Ottawa,K1J 1A2,1211 Lemieux Street,+1-613-742-9378,https://lonestartexasgrill.com/,,yes,Lone Star Texas Grill,City of Ottawa,"{""@id"": ""way/68661987"", ""addr:housenumber"": ""1211"", ""addr:postcode"": ""K1J 1A2"", ""addr:street"": ""Lemieux Street"", ""amenity"": ""restaurant"", ""brand"": ""Lone Star Texas Grill"", ""brand:wikidata"": ""Q133255608"", ""building"": ""commercial"", ""building:levels"": ""6"", ""changing_table"": ""yes"", ""cuisine"": ""tex-mex"", ""delivery"": ""no"", ""internet_access"": ""no"", ""name"": ""Lone Star Texas Grill"", ""phone"": ""+1-613-742-9378"", ""smoking"": ""outside"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""website"": ""https://lonestartexasgrill.com/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}","1211 Lemieux Street, Ottawa K1J 1A2",4.927358815962835,"Lone Star Texas Grill restaurant tex-mex 1211 Lemieux Street, Ottawa K1J 1A2 {""@id"": ""way/68661987"", ""addr:housenumber"": ""1211"", ""addr:postcode"": ""K1J 1A2"", ""addr:street"": ""Lemieux Street"", ""amenity"": ""restaurant"", ""brand"": ""Lone Star Texas Grill"", ""brand:wikidata"": ""Q133255608"", ""building"": ""commercial"", ""building:levels"": ""6"", ""changing_table"": ""yes"", ""cuisine"": ""tex-mex"", ""delivery"": ""no"", ""internet_access"": ""no"", ""name"": ""Lone Star Texas Grill"", ""phone"": ""+1-613-742-9378"", ""smoking"": ""outside"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""website"": ""https://lonestartexasgrill.com/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}",tex-mex,,,,tex-mex,,,,False
way,68899677,Red Lobster,restaurant,restaurant,Unknown,seafood,45.4127557,-75.630351,1499,St-Laurent Boulevard,Ottawa,Unknown,1499 St-Laurent Boulevard,,,,Unknown,Red Lobster,CanVec 6.0 - NRCan,"{""@id"": ""way/68899677"", ""addr:housenumber"": ""1499"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Red Lobster"", ""brand:wikidata"": ""Q846301"", ""brand:wikipedia"": ""en:Red Lobster"", ""building"": ""commercial"", ""cuisine"": ""seafood"", ""name"": ""Red Lobster"", ""source"": ""CanVec 6.0 - NRCan"", ""@geometry"": ""center""}","1499 St-Laurent Boulevard, Ottawa Unknown",5.307533461332042,"Red Lobster restaurant seafood 1499 St-Laurent Boulevard, Ottawa Unknown {""@id"": ""way/68899677"", ""addr:housenumber"": ""1499"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Red Lobster"", ""brand:wikidata"": ""Q846301"", ""brand:wikipedia"": ""en:Red Lobster"", ""building"": ""commercial"", ""cuisine"": ""seafood"", ""name"": ""Red Lobster"", ""source"": ""CanVec 6.0 - NRCan"", ""@geometry"": ""center""}",seafood,,,,seafood,,,,False
way,68899703,Robbies,restaurant,restaurant,Unknown,italian,45.4117005,-75.6297265,1531,St-Laurent Boulevard,Ottawa,Unknown,1531 St-Laurent Boulevard,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/68899703"", ""addr:housenumber"": ""1531"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""industrial"", ""cuisine"": ""italian"", ""name"": ""Robbies"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1531 St-Laurent Boulevard, Ottawa Unknown",5.378048260518264,"Robbies restaurant italian 1531 St-Laurent Boulevard, Ottawa Unknown {""@id"": ""way/68899703"", ""addr:housenumber"": ""1531"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""industrial"", ""cuisine"": ""italian"", ""name"": ""Robbies"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,68899747,Comfort Inn Ottawa East,hotel,Unknown,hotel,Unknown,45.421316,-75.632164,1252,Michael Street North,Ottawa,K1J 7T1,1252 Michael Street North,+1-613-744-2900,http://ottawaeastcomfortinn.com,,yes,Comfort Inn,City of Ottawa,"{""@id"": ""way/68899747"", ""addr:housename"": ""Comfort Inn Ottawa East"", ""addr:housenumber"": ""1252"", ""addr:postcode"": ""K1J 7T1"", ""addr:street"": ""Michael Street North"", ""atm"": ""yes"", ""brand"": ""Comfort Inn"", ""brand:wikidata"": ""Q113152349"", ""brand:wikipedia"": ""en:Choice Hotels International"", ""building"": ""commercial"", ""building:levels"": ""2"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Comfort Inn Ottawa East"", ""phone"": ""+1-613-744-2900"", ""roof:levels"": ""1"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""http://ottawaeastcomfortinn.com"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}","1252 Michael Street North, Ottawa K1J 7T1",5.075858267740512,"Comfort Inn Ottawa East hotel Unknown 1252 Michael Street North, Ottawa K1J 7T1 {""@id"": ""way/68899747"", ""addr:housename"": ""Comfort Inn Ottawa East"", ""addr:housenumber"": ""1252"", ""addr:postcode"": ""K1J 7T1"", ""addr:street"": ""Michael Street North"", ""atm"": ""yes"", ""brand"": ""Comfort Inn"", ""brand:wikidata"": ""Q113152349"", ""brand:wikipedia"": ""en:Choice Hotels International"", ""building"": ""commercial"", ""building:levels"": ""2"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Comfort Inn Ottawa East"", ""phone"": ""+1-613-744-2900"", ""roof:levels"": ""1"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""http://ottawaeastcomfortinn.com"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,70330962,Canal Ritz,restaurant,restaurant,Unknown,italian,45.404127,-75.6816785,375,Queen Elizabeth Driveway,Ottawa,Unknown,375 Queen Elizabeth Driveway,+1-613-238-8998,http://www.canalritz.com/,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-22:00,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/70330962"", ""addr:housenumber"": ""375"", ""addr:street"": ""Queen Elizabeth Driveway"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2025-12-31"", ""name"": ""Canal Ritz"", ""opening_hours"": ""Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-22:00"", ""phone"": ""+1-613-238-8998"", ""source"": ""City of Ottawa"", ""website"": ""http://www.canalritz.com/"", ""@geometry"": ""center""}","375 Queen Elizabeth Driveway, Ottawa Unknown",2.280292854142565,"Canal Ritz restaurant Unknown 375 Queen Elizabeth Driveway, Ottawa Unknown {""@id"": ""way/70330962"", ""addr:housenumber"": ""375"", ""addr:street"": ""Queen Elizabeth Driveway"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2025-12-31"", ""name"": ""Canal Ritz"", ""opening_hours"": ""Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-22:00"", ""phone"": ""+1-613-238-8998"", ""source"": ""City of Ottawa"", ""website"": ""http://www.canalritz.com/"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.canalritz.com/,high,web_research,True
way,95171338,Milestones,restaurant,restaurant,Unknown,bar_and_grill,45.352023,-75.783816,1080,Baxter Road,Ottawa,Unknown,1080 Baxter Road,,,,Unknown,Milestones,Bing,"{""@id"": ""way/95171338"", ""addr:housenumber"": ""1080"", ""addr:street"": ""Baxter Road"", ""amenity"": ""restaurant"", ""brand"": ""Milestones"", ""brand:wikidata"": ""Q6851623"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""bar_and_grill"", ""name"": ""Milestones"", ""source"": ""Bing"", ""@geometry"": ""center""}","1080 Baxter Road, Ottawa Unknown",10.268281570676033,"Milestones restaurant bar_and_grill 1080 Baxter Road, Ottawa Unknown {""@id"": ""way/95171338"", ""addr:housenumber"": ""1080"", ""addr:street"": ""Baxter Road"", ""amenity"": ""restaurant"", ""brand"": ""Milestones"", ""brand:wikidata"": ""Q6851623"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""bar_and_grill"", ""name"": ""Milestones"", ""source"": ""Bing"", ""@geometry"": ""center""}",bar_and_grill,,,,bar_and_grill,,,,False
way,129431482,Best Western Plus Ottawa City Centre,hotel,Unknown,hotel,Unknown,45.3857155,-75.732994,1274,Carling Avenue,Ottawa,Unknown,1274 Carling Avenue,,http://www.bestwestern.com/,,Unknown,Best Western Plus,City of Ottawa,"{""@id"": ""way/129431482"", ""addr:housenumber"": ""1274"", ""addr:street"": ""Carling Avenue"", ""brand"": ""Best Western Plus"", ""brand:wikidata"": ""Q830334"", ""brand:wikipedia"": ""en:Best Western"", ""building"": ""commercial"", ""building:levels"": ""4"", ""check_date"": ""2022-09-29"", ""name"": ""Best Western Plus Ottawa City Centre"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""http://www.bestwestern.com/"", ""wikidata"": ""Q111392201"", ""@geometry"": ""center""}","1274 Carling Avenue, Ottawa Unknown",4.862297001463967,"Best Western Plus Ottawa City Centre hotel Unknown 1274 Carling Avenue, Ottawa Unknown {""@id"": ""way/129431482"", ""addr:housenumber"": ""1274"", ""addr:street"": ""Carling Avenue"", ""brand"": ""Best Western Plus"", ""brand:wikidata"": ""Q830334"", ""brand:wikipedia"": ""en:Best Western"", ""building"": ""commercial"", ""building:levels"": ""4"", ""check_date"": ""2022-09-29"", ""name"": ""Best Western Plus Ottawa City Centre"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""http://www.bestwestern.com/"", ""wikidata"": ""Q111392201"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,129435334,La Cabaña,restaurant,restaurant,Unknown,spanish,45.3854532,-75.7326059,848,Merivale Road,Ottawa,Unknown,848 Merivale Road,+1 613-724-7762,,,limited,Unknown,,"{""@id"": ""way/129435334"", ""addr:housenumber"": ""848"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2022-09-18"", ""cuisine"": ""spanish"", ""name"": ""La Cabaña"", ""phone"": ""+1 613-724-7762"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}","848 Merivale Road, Ottawa Unknown",4.868932641252162,"La Cabaña restaurant spanish 848 Merivale Road, Ottawa Unknown {""@id"": ""way/129435334"", ""addr:housenumber"": ""848"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2022-09-18"", ""cuisine"": ""spanish"", ""name"": ""La Cabaña"", ""phone"": ""+1 613-724-7762"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}",spanish,,,,spanish,,,,False
